class,text
1,chocol ironi mouss commerci ihop advertis follow watch belgian fitbit crepe
1,quick compani gener want titl offer quot complimentari coaster insur christma
0,😘 lohan 😁 detox week week anymor tomorrow
1,iywgasqrl0 sarcasm iywgasqrl hate
0,would plane stop great could lose
0,yeah
0,stick year age selfi everyon
0,valuabl startup world pass growth 3b7f9rosaw
0,hell ever
1,spirit devolut captur well
1,make sorri go tough that rjrlaqhwyd produc sarcasm player even sens
0,mean realli today excit respons assign tomorrow
0,better
0,2o14 summer chip bestfriend besti ifol food kinda cool miss alena followm idek
1,kuno someon theygavemetcucolorsforchristma great kuno4orupa humor sens
0,wenger saintsfc hjmbnhapmf refere toward slam blatantli bia
0,nj1ioyg5ex morn good
0,dementia action with torbay live allianc
1,sarcasm american make proud
1,regularli smoke would imagin jakeplumm weed sarcasm outsidethelin
1,done well
1,import resolv thi issu sarcasm need tweet retweet
0,😘 nice bubbl soak bath
0,requir realli good facebook away chat particip thank push sarcasm twitch player interest
0,score hard sorri fill goal bench cant sit
0,blame luck
1,mind ironi blow person stop
0,congrat 12daysofchristmassweaterscontest today winner hi0ja9f5nq huge
1,ironi overpaid teammat call week practic soft
0,mylov jkge rockefel sundayfunday newyear2015 jkge7ntrni mermaidlov center
1,govern ironi cognitivedisson seem peopl scream reach asshol polic violenc support
1,glass blind ironi
1,crise face health
1,today morn roomi sarcasm great session go
0,see ahead embargo struggl lift cuba long 6vporecjcx
0,alway worthi choic
1,poll kulgam vote kashmirboycott singl station tune thnx sarcasm poll kashmir
0,
0,notonwwel humanrightsday take first toward independ ni6wsfmbc6 step manchest
0,rqdzotranj west monkseaton best christma
1,ironi write peopl articl tell happi food enhanc mood
0,million worth oxybfwwwb peopl post paid websit oxybfwwwb6
1,moment that phone bestchristmasev everyth accident delet sarcasm someon
1,ironi messag automak meaning love
1,work home tire come friend great get flat start fuck die thank
1,ironi boob milk spill onto
0,anoth bush whitehous
1,
0,packag mixtap find vr5hzyjisp promot
1,well alway ☺ throw
1,time perfect scan hour hospit
1,nice struggl gender continu
0,pass friend today hear prayer famili
0,still when seri watch finish work time 4eqjlopwnx
1,count routin thought irk text nerv needanewroutin guess
0,internet wife read sever know pray charg
1,sarcasm wonder
1,middl move decemb thought would peac sarcasm ever
0,cjzsivqswx area znvc7fpiff book screen znvc retweet sign
0,clock bodi iwanttosleep
1,sooo right
0,onetreehil stori davi brook
1,wrap cheapbastard wake sarcasm thank morn coffe
1,sarcasm heheheh shame
1,edg miami featherston year sarcasm next watch real great should block stuff sweat
1,game also rate would push sarcasm
1,vegetarian ironi love 😂 polar chicken 🐣 gareth opposit bone
0,everi thanksgiv wonder turkey urnbvuxyyn take 8ftstaota1
1,werleman pakistan aslan happen peshawarattack sarcasm reza know extrem think excit
1,mexico sarcasm excit get
0,wrong pictur profil look
0,scaredycat turn light home alon
1,crop topmum actual lfxhilkzev daughter 🙈 selfi
0,might find actor sayng reali express king mean better bigest
1,blood lectur 😍 friday morn
1,thing obviou sarcasm tone yeah tweet
0,teenanalcast girl highway dedic qvxnodpa qvxnodpa3z 8211 disturb rape
1,parent
1,start morn great flattir
1,project product keep final butnotr sarcasm
0,troubl want aaaaaamd night tweet better time bedtim hous
1,sweat much dress school overs nice maybetomorrow girl effort van
1,awesom just stepsist noth broken adult like kid sarcasm famili christma
0,ginsburg inspir justic truli today hear incred speak
0,polic need copocraci democraci
1,when pursu dare abus frighten abus ironi police_offic prey polic prey villain offic villain
1,cool sarcasm
0,utmhpwgato say crimea russia putin intimid
1,email receiv just send bank info nigerian corpor immedi heir sarcasm petroleum
1,sponsor race dog sandown club joke hope tabl seat tonight love getalif nerd dandenong budgi
1,loov thorough friend movement give descript stopthi bowel
1,sarcasm sooo pink excit
0,bassem heck warn
0,nufc money load cpfc journeymen spend turn neither want would puli year parish
0,mari done whatsoev whfq8xtlgr shit shesdon whfq 💁
1,day great wilko
1,ironi award hilar secur soni 9md7jwz9fm sonyhack pick friday
0,whoa stand dion hope perform taylor incred ovat voic
0,they newyear religi bibl hoj8sc5tw4 seem hotel altern found
0,dinner cultivo anyon letchworth bring
1,right ironi religion human strictli speak promot believ
0,sadbkdqisx drudgeri northernlin commuterprob personifi
0,follow damn lost
0,sorri butt
0,babi ✌ enjoy gonna
0,weak refus fitfam workout motiv rk4iq1eou7
0,alppo5hie5 3d4325qzyr pay tvgjxji your tvgjxjy9dh fan fan smartphon
1,sarcasm ghostwrit shock
1,😂 class draw nzk3dnmoad math have music snowflak sarcasm sooo much gekokaacxi
0,motiv android quot qjlc qjlc67vgbw free confuciu
1,first good pretend doubt block
1,group thank start hannah morn messag
0,beeyotch spell iphon that fire tri beyoncé made
0,costum find 😂 😋
0,sarcasm use
1,point westbrook work shot
1,😑 indoor nice hello lung back 🏃
1,frozen tell seen think mani anim time kid
0,abmsd target countri quizz extra notci moscovici eurozon abmsd156cl time three
1,wheel anoth sarcasm blame picki excit year super anybodi fuck
1,tonight game go sound
0,well
1,import what rather today action sarcasm health famili
1,line best pickup
0,still full unlock intern iphon uncarri purchas code devic price work need mobil
0,hope tokyo nic_kil 6rdixdnati better sih8czvvgw
0,hqj0hqlrrj amen
1,final
1,right concert review want exactli sleep write instead attend
1,final readi
1,love sarcasm pleas publicis
0,xhjp5u11dk sundayfunday lucky13 lastsunday2014 xhjp mylov cours
1,hmmm
1,matur 😂 level lmao lmfaoo high time drunk
0,know null evks6rfvqh period much evk
1,sarcasm realli
1,ironi penguin cancel skate morn
0,crazi kinda good hope
0,christma
0,right leav mall walk help teenag swarm girl least
0,come work use hate
0,cross hope anyway finger
0,describ rememb pass budgi someon like laxett
1,
1,know import give nice much
0,drink hekaysbqri ground control photo
1,sarcasm weird that
0,front laptop ironi hour bloodshot terribl eyeroni work suffer
0,game bummer gopher end season
0,detroit carolina green orlean atlanta washington dalla tampa
0,mite eastend warch fuck
1,whatarethelivingrockpeoplefor killsssss tale know biblic noah modern transform stori
1,text call inform probabl sarcasm allcelebritiesarefriend could
1,storm come boss love work area schedul
1,money sarcasm power programm themoreyouknow oper though
0,entertain saturday night
1,just world like real sarcasm
0,hand condol draw
0,imagin confus
1,murder haha chainsaw
1,noth readi there almost reason like slam exam end alert brake rear someon
0,import go fuckyou class
0,damn carolina what 52am state south proud shitti earli
0,must boegart believ realli theme go xander believ
1,13cab appar airport citi
0,ovsi1cylfr keep know ezonegoadiari parti ovsi go guy mood
1,sweet sleep final supaaa
0,babe 😅 😱
0,hashtag realli dear sarcasm need
1,👐 sorri 😂
0,saywhattheythink honest love gotta kid
1,convict work ironi govt larg ignor sure practic
1,unheard use sentenc keyboard turn liber sarcasm
0,race watch mvdl juici amaz talk mvdl7ioi8 contest
0,order tele 💜 kebab watch snug sofa 💕 shit
0,navi friend could puppi kidnap
0,frozen qucrvym afraid qucrvym5j7
1,star where sarcasm fake
1,anatomi studi 💓 love
0,👊 😂 yeah
0,human saniti repres religion mean knowledg qualifi person absent
0,road bestdayev trip appoint neverlaugh kpkekmsjaj start much civilis
0,right water mix holi think need made vodka
0,post follow rfwyhomh money note dkr1mjdstd homebiz rfwyhomh2 paid
1,alway 😑 chunk hair stuck dryer blow that
1,claim peac
1,0ovx1ttwon trend sarcasm night yesterday
1,wake sleep abl love anymor
0,😂 😜 hang niec joke
0,still trial claim evil interrog terrorist gitmo along civilian heard defend liber bomb
1,doubl refus offer octob board sure made
0,shitti today
0,neither
1,asleep fell 30pm
0,i4tzswbksz lovey behh bestfriend sweet distanc thank love
1,light emerg school classroom went great tri light learn
1,bein right salad ironi sayer pleas next sausag 😳 roll
0,best just bottl barter
0,fajxkzu0fg just insid glitter pleas fajxkzu lamp vqdsryluki 034i
1,mother wish
0,grossman start assum
1,song ironi justinbeib ipod selenagomez iron come
0,
1,walk awesom school
1,40am subway take love alon
1,well look impress christma
0,
0,opinion eccentr fear
0,step
0,moment want finger that 😡 break someon
1,cool
1,order govern good ironi where 25th celebr goodgovernanceday christma
1,catch awesom key lose airport flight drive
1,justbrows onlin ☺ credit shop card
0,dialogu say sanction russia iran hamper
0,they illeg like love border immigr crosser
0,follow tell fuck twitter follow fc4grbefp5 someon
0,polosweet soundcloud pm9wkrwqzo paranard listen
0,pretti outsid tell cold today flip
0,bless pure cloth spoil fuck 💪 though
0,time golden 😁 love show nite girl look
0,keep music even great
0,😒 blackbrunchnyc hashtag sunday goin racist
1,tri sarcasm drive price
0,back eyelin makeup welp 😣 sike naturalgirl board draw u0xbdxwysd notform fail
1,step cop illinoi right illeg direct film made guess
0,wpcujxxhtk thi melayu letak otak call sarcasm lutut
1,just ironi notoldschool etch sketch oldschool app found
0,race creat life believ
0,never check thing week realli mayb everi wrong
0,ideolog life perspect nutshel m6gihxehe8 sentenc everi mean
0,perfum fine shower smell amaz appl glaze
0,realli
0,favorit movi oldboy film remak perfect want
1,fabul work today ugggh
1,song lyric good vatican death bash sarcasm angel
1,rememb sarcasm black friday bust
0,thought funni
1,investigatori major tribun say internet frmxlojrl alright that power tap shadowi cabl
1,winston paid get jamei sarcasm coincid photo
1,coach what know crean iubb geniu
0,point good
0,that salad greek lover
0,follow demo buzz seen 5gkflbkr40 industri free
0,page secret potter harri chamber
0,silenc without life flower dead like tast die flower
0,
1,number backupoff tri give love keyword guy
1,work readi sarcasm amaz pilat home
0,begin vxcvfckdji 🎄 offic happi like tinsel christmassi 🎅 long look christma
0,shanghai china new investig year crush wd1x4fc4y1 jinp order
1,cxpe design corpor jargon mouth firm hand bite skewer holiday sarcasm cxpe2dwl4j card
0,liber they just life gear first caus give move destroy ever
0,
0,burnsvil
0,birthday happi young
0,mysteri unsolv greatest
1,reallynotr truth 7ivccrpo6j yellow sarcasm page book need phone futur
1,incid ironi new journal regard poor hilari critic
0,chant music buddhism prrr educ prrr8wrhol kid
0,robotway system idea skill compyut support
1,childhood ironi hurri want natur spend retain lifego grow justsay childlik kid
0,park readi school miracl less minut
1,step sarcasm good goon
1,republican civil empath vote amaz their abil sarcasm right record
1,disney 😒 iaukea princess professor wonder
0,love everi merrychristma peaceonearth
0,tweet yesterday
1,headlin truth turn polic love sarcasm violent
0,make
1,accur know book represent cereal sure decor sarcasm well
1,traine train sound hear watch break sarcasm
1,angri anoth ironi tweet sdk34lzwrd moron block bluehand
0,hashtag what twat massiv ridicul
1,todayimlov hsnulfhz8f come hsnulfhz storm
1,
1,jonathan glad stewart
1,ironi feel necklac reason wear classiest fake pearl
0,still uzqz thi sleep wcco patiop total went urti urti8puzqz fall take snow clear
0,card what card cours
0,bestselfie2014 p2ggkdt8vi more sarcasm egyptian legend word selfi
1,13fb4tnei4 get pull ohhh sarcasm 💚
1,offici gotta shake hand shiver love someon
0,conserv help more need post paid like jummwi0ayt jummwi stuff
1,wait thank appoint februari sarcasm
1,what
1,tire frozen mommylif world kaitlyn idontwanttobuildasnowman mommyproblem start sarcasm get
0,handsom robert 你就算5隔格我都知你讲me love tomtom ugli
0,mother throw wick fact orcpnnjzfx would offic squad absurd lament die threaten child
0,dirti work bird
1,decad union represent
0,hp0jtlpfyq rgkvlsm calledit bandwagon gooooo educ rgkvlsm9jn houseisafeel kid
0,still
0,🎅 🎄 tonight weather 🎁 wonder drink
1,christma murder go merri watch sarcasm movi
1,final alwayswork hour happyholiday sleep get freak
1,go fantast sarcasm obvious well
1,track mean sarcasm could whatsoev record
1,lauralobaugh west funinthesun stroll florida g24gazzib1 casual rochest island
0,mess grown coffe tri priorit clearli
0,actual
0,week away wtaf less christma
1,sculptur lung collect giqmuizgv ironi make box pair project tobacco
0,jcpenni killer like sephora
0,bat what pakistan pakvnz slower ptcl
0,challeng hhao6mr8v3 complet join workout hhao download
1,soon
0,holiday year readi train merri monkey great topspin hope christma
0,peopl stupid 3ucnqerud much
0,back difficult life just onc went becaus happi come will enjoy life
0,what make chang bestfriend year differ slhnhmnoxh
0,know 😂
0,profession definit consult
0,date book qcvgj qcvgj0mifn free greenliv relationship freebiebookdownload
1,employe just ironi requir smile fact startrek adult walmart vest 2rhg2ijjnb cloth meet onesi
0,depend caus differ mean everyon
1,start fabul today
0,wanna slope thjifvdmia
0,merri bless friend christma
0,thug uncl colleagu saddam offic dupe usual banter told acid hussein
0,suz3fbfxlk club zealand heineken raglan pure breweri drink steinlag limit kiwi golf photo
0,life liter want funni think whatev 0lxfkhvszm book
1,😒 feel thi great time well
1,import restrict remov sector sarcasm unilater much
0,mayb think take tomorrow much
0,pretti product when rodger last eric cash good jordi aaron year decker situat
1,miss taken sarcasm taken2
1,femal what audienc prestigi describ pleasant public 5gxuq6wdjk minneapoli
1,wait post 😂 newyearnewm
1,moment right ironi case drop open that actual xma give phone
0,black repres fact
1,last ironi post asleep fell post
0,right abl guess phone guess els visit prison site dream
0,give happi feedback food
0,though back dude damnit
1,impress appar sarcasm leav
0,find mobil engin your greensmoothiegirl csosxxzz csosxxzz6n twink sarcasm goldenkrust
1,tweet what wvpzlblvgl should sarcasm muslimapolog sorri muslim explain
0,yeah
0,30am favourit gonna
0,suppos ncaa wasn make process playoff easier
0,said rape roman q0a0pwmghk polanski same whoopi drug
1,talk ironi hair fail hear develop bald those develop
1,glad work morn
1,media googl sampl exam digit rehears answer prepar drive
0,casual mate meal
1,coursework finish lucki
1,realli hahahhaha made jelous
1,say decid lone cover widow tri
1,neverwork comcast anoth love 589efonrdb subscrib
0,parent someth 😩 go even babi think start
0,mindofgod life chap spread success savior word entrepreneur happi asham christ young
1,suck life first fine class face monday ursulaonamonday sarcasm
1,glad find quiz notif know thank even blackboard yesterday
0,jet carolina york kansa pittsburgh citi cleveland england
0,startup gurumantra entrepreneur success 6mu1xauczm
0,die serious 🙈
0,prettiest world ruin face stretch mark
0,might thot sorri follow post
1,love todd
0,rather 😕 follow insist keep someon twitter
0,outsid fair current
0,latter definit
1,clever
0,obama
0,alon here
0,close
0,cold make show sunday bearabl work happi morn soul
1,final
0,myfamiri girlfriend 😁 friend 4er9e8nxd hawaii trip back
0,post protest blackonblackcrim oxybfwwwb sepgzy9bzb ironi sepgzi comit ferguson blacklivesmatt oxybfwwwb6
0,thing best think sometim
1,last wrote tweet clearli well
0,play januari case adjourn back 😩 till pain okay went court
0,blood must
0,pittsburgh strong season stillafan show weekend great sport thank
0,hello decemb sunday
0,watch time anoth
0,wait cannot peopl miss gonna 👍 sligowillbehithardagain year 👎 home roll alot
0,hostag ironi flag isi blackhumor merri prayer much christma
1,commut sarcasm today call mini rush optim hour qualiti time thank go minut
1,still unclear ironi know
1,find ironi peopl iron wrong metahipst work feel use
0,naughti go
1,notinmywallet littl icebucketchalleng also video classi belittl sarcasm disgust
0,server offlin
1,game cobourg realli today horton
1,sleep haven awesom sarcasm feel
1,get thank amaz week also move sarcasm plan engram exot
1,bitch funni fake youratruefriendtoh
1,year cfbplayoff
0,neighborhood shoot there stay okay everyon pray live ❤ famili safe
1,lesson alway teacher leav nice sarcasm plan
1,sarcasm dont captcha love
1,yeah hast
0,amaz ignor
0,quick slow motion never love feet stop
0,still icouldsleepforeverrightnow 🔫 😞 💗 wish
1,money 😒 golfer 🔫 cart make today gonna work
0,hate yeah
0,favorit znvc7fpiff love novel love znvc romanc drama
0,song wywfuu love cantstopsing wywfuu02i6 absolut
0,lineup came rememb happen littl entir
1,yeah cool woke fuck
1,nice
0,fed doubl studi differ grant gay lesbian word studi speci
1,grrrr thing anoth exhaust well like sarcasm piss
0,zcrjaowpqz move
1,right struggl exactli tutori math need
1,still grumpi moodmayb good seem drunk actual return strang time everyon nap
1,small jacket
0,belt swear suspend pick tool wear wear even though biggest
1,chancellor good that stand stead go
1,sarcasm 🎉 monday
1,palac hope invis sarcasm spectr
1,clean sarcasm time tire
1,femal first readi potu sarcasm
1,thi week get keep better sarcasm
0,clean cleaner more
1,special fact ironi 9wjfiq6wmk stop amus market viral especi laugh
0,yhujwut8kq week nepahwin lake sudburi yhujwut back ❄
0,hard voter inform ferguson neither give gerrymand parti
0,nice 😜 cook
1,say ironi first them
1,ironi talk realli talk night
0,latter first 😁 line correct
1,email love wake bill phone
0,stop 😉 ironi subtweet
1,bother ironi motiv train know tonight burnout chang encourag
0,peopl make person like wish could
0,gotta breakfast cook home 🍴
1,read front ironi fri plate show 🍟 fashion french victoria secret recap
0,never peopl chang
1,
1,ironsid fecker anytim funni
0,vote admit ndaa congressmen w96dclsclk read
0,loveyoubro sarcasm room
0,your mystic psychic question view mona
0,
1,seem peopl amaz school
1,custom wonder continu sarcasm servic
0,game acun steam sale amaz steamsal steamwintersal
0,design produc kind oxeuznmhi like15 w4ez9mobfj oxeuznmhy8 creativ
1,silenc ilovebrighthous keep call price forc googl yall sarcasm fiber
1,flush miller queue moder everi hour sarcasm planet
1,still thing sarcasmtweet ignor love sarcasm be
0,album legaci clean listen tron
0,still twitter have need misha night
0,without 🎉 😘 🎶 happi weird sammi music christma 🎅 christma
1,today fabul shape alreadi sarcasm
1,good independ crowd bowl sarcasm
0,dcrise love wizrocket whooo team
1,sarcasm first
1,make ooooh world econom differ countri sarcasm destruct
1,been about ironi everyth copywrit pl9yimtkbg told
0,that aw
1,memori part like crosswalk worst kill nigga
1,great
1,migrain
0,explain go
1,there surpris
1,khan ironi make brook mayweath fight poor avoid excus
1,sometim hard sport rock
1,femal ban women male sarcasm make duti call sjw kill tri misogyni guy surpris
0,miss
0,slow left enough time christma
0,duli note
1,start great
0,sinu stomach infect hurt sick
0,jessica eqlnc mania eqlnc1itpk first cameron look nsfw
1,cricket fawad alam fawad yrhonio yrhonio84x supportfawad usman everon sarcasm support
0,they darumaka sinc gist seen monstermmorpg
1,pretti izolrkldu4 deal izolrkldu real much thanksmom
1,final realis hoot given glad funni mark lawrenson goodgrief work sarcasm someon
0,death mayb drip
0,inkmasterriv tattoo sorryimston want that dumbest inkmasterfinal heard shit ever christma
0,block cant
0,someth head rememb bf5eviebwu goodboy tonight
1,dian today great look
0,allthetim tire fart anoth ever
0,awesom hate
1,fact white color ferguson taught sarcasm racism guilti skin
1,mentissu qcqvl0pqz5 wanna bronut sneez best qcqvl combin work guess
0,raila aliv kajwang late occupi seat brother stil impox tht
1,month ask next back model
0,1968 theme vega hotel go parti
1,make rted sarcasm total yeah sens
0,carrick replac vtyg vice unit captain fletcher sport vtyg68kggi
0,powerhous mile hour cheshir northern accept drive yesterday manchest
1,ironi hcxdhhxc troll look come second soon core hcxdhhxc73 noagenda
1,wait pair headphon show mani sarcasm beat christma
1,look
0,busi travel googl make greatest a8et9rk3wi hack flight tech much easier
1,western ironi freez seewhatidid readpeopl bank bastard account dark
1,happi offer laban triniti
0,last x5q91sz8zk week amaz follow grow tomorrow
0,cooki
1,growingwint vision peep enjoy winter first outsid hole bimxhc7whb like bimxhc look sarcasm
0,surpris
0,want like is06gsanlq speak someon save
1,work first test read ✌ book 5555 home
0,orlando bench smart return tonight nelson start celtic jameer come marcu
0,teenanalcast what crusad wrrxlbdrbi creampi
1,holiday hypocrisi love
1,haha paradis anoth
0,month name compens pick draft younger tie
1,money ironi public dude everyth told argu
1,vocal liber ironi quit time someon support
0,ueda2ets6w jimmi ueda underr actor fame 9oc9buna tink vote oter
0,beach crept higher tide gkwkjvtrku honest high night lago
0,comment feel actual good racist consid cool need fight sarcasm haha keep
0,check comedi ccs_radio chicago favorit scene
0,mass elrufai repres victori
1,strike worth ironi autoincorrect
0,excel
1,restuar attitud think lifego buffet shit sideworknazi
1,come turn perfectday studi back home paper
1,ironi constip noth eat week shit three
0,what wait friday sigh mess total nooo wednesday day heavi
0,howitwork blog tip cvfgpghzeb marketingnewbi market expert meantim affili post
1,rhkepq tape hehe handi think husband tape dispens like rhkepq7pw crazi
0,took hour
1,mama american ironi kong show korean artist held headlin hong award
1,life from ruin c33nqypiqz sarcasm brussel 5kpdmwrwta diktat britain
1,good sight sing
1,dear manila
1,ironi celebr atheist christma
0,fever hope strama recov today start need could
1,comfort vocal feel misinform pleasedontspeak sarcasm
0,fair bloodi lucki ⛄ 😋 freez colleg duck 🚍 earli ❄
0,reveal drink
0,stay hungov
0,opinion yeah
0,deal iiqajzqixz minist criticis train
1,text nice wake well
1,advert sell black sleep woman love week 😳 sheneverleft
1,name spiki sourc ironi dataviz spike babi wam4ozlfwo popular
1,hire ummmm idiot right outa they moron your armi baggag steal shock shit accus luggag there
1,wait sarcasm
1,perfect morn start
0,name get first wifemeup think agent bowi
0,still hurt love
1,small diet uslzogymex
1,procrastin hard 🙊 studi 👯 📚
0,feel
0,model mobil recommend everi india onward hang worst samsung look
1,ironi sleep hyper that hour mode
1,hoe place form virgin ironi tweet twitter twirra saint sexual
1,vzanl vzanl412f0 funni stole ufec ufecic7o0f sarcasm grinch saniti
1,😒 fact wake till think studi great despit sarcasm go
1,talk statu hockey ovechkin strong realli hear head point sarcasm happi corsi season
0,detent must senat programm thk4az7oz report efnfdoxclr summari stori
0,
0,essay thi liter histori shit
1,😴 🚑 wake sleep past dead 🚒 window love firetruck blare
1,insomnia wide nosleepdecemb love sarcasm awak
1,appreci look care thank sarcasm
0,high 2014mama ahhh epik winner
1,😃 comfort room abl 👍 love sarcasm
1,game they ukvslou louisvil steeler ironi stand watch fan
1,thi realli brighten ulhqftbcdp pool morn photo
0,hobbi keep dont babymet sjw also nice care bardgin even stuff
1,made believ
1,like thi more exactli sarcasm zhlvxwihfl vaccin servic human health need well
1,sleep best sarcasm love
1,ironi cant japan watch anim even
0,feel final doctor went better much
1,worthless grind gear
1,much srslyofallroom watch extra loud beauti talk thank love tri guy
0,result both excus
1,earlier earli
1,well start today great
1,
1,protect person
1,still just ironi part brook sure oxford whether impress
1,loooov insur compani argu
0,hippa psychiatrist releas info law prohibit
1,
0,realli dorm actual 😖 creepi
0,5jtti5qcch earnaview mountain climb beauti newzealand
0,word place mean steal
0,human tori actual favorit think earth
0,child speak heaven brother either sister father
1,sarcasm what repli surpris
1,ironi gulp care cnuaviempi health
0,amen
1,sarcasm hahaha yeah holdtheapplaus
0,wait final free 🎄 ✈ stress ❤ cant
0,never first would back expect encount much
1,freakin wait sarcasm tastic
1,ironi direct come left there chang point effort
1,lesson today great absolut zzzz half
1,telli watch absolut serious shit grandad
0,gita profound tdbplsxsn nobodi deni word career tdbplsxsn4
0,wana class min alreadi person mornin
1,believ ironi actual undef turf henri
1,
0,blank check just case oxybfwwwb thought bomyzjpvt9 happynewyear oxybfwwwb6 bomyzjpvt blanketi
0,
0,fals wikileak catch news intellig sourc fals found
1,ironi call show wreck respect guest train
1,some want punch hide good broken sarcasm face everyon
1,final ironi hardcor episod food sustain tri surviv sourc minecraft here
0,ironi guess suppos
1,aaaawww think make
0,advis 9bsdujakxb ironi account rich make taxpay chief sum vast firm shameless
0,accur
0,chariti 💰 keep give return true
0,joli moment actor get 2jsjfxtibl hollywood year filmmak marri biggest
0,shot thi get year healthday new fewer patient djayxiffqa enough american half
1,anoth saturday readi
1,game mayb knick replay cav sarcasm time knick
0,damonleroi testimoni part peopl lagcc2eth5 depress sadli secret abus monster mani lagcc
1,matter game mean
0,work 545am job sleep work 830pm alreadi immedi plan tomorrow minut
0,inspir startup want give motivationalquot
0,stori pick peopl hole smarter
0,like end world fart
1,doc know fuckthat
1,55am stuck traffic happytuesday sarcasm yuppi
0,averag result be
1,slap credit homan ironi communitychoic union ball branstad iowa governor inaugur anti afscm center
0,spend get time time guess
0,privat manag bank urgent contract newjob assur
1,million whole shower sarcasm out thank took head shout
1,christma
1,peopl sarcasm sock clutch
0,confus think made that
0,tire self good good yeah feel
1,f8lrsvv79q happen everi
0,merrychristma sweater ugli uglychristmassweat p3fcp6corx happyholiday kissesandhug christma
0,annoy twitter
1,alway sinc sarcasm awak much be
1,kid
1,ironi get book done procrastin work read
1,they decid king trunk gold chang
1,zzzz girl takemeout rest hahahaha like countri ditsi watch ador sarcasm hope
1,simpli feel claim ironi evid base presum interact back
0,fals
0,help one follow good feel twitter friday everyday
0,free instagram jo4nycq75o pqbwadcdkj well follow
1,glad final life hour studi easiest
0,entertain lamar
0,alan last movi seen argo arkin
1,suck birthday work
1,pussi mine wanna ironi
0,percent outlook tvmiokxzuf low plung year five bearish
0,taylor love ✨ 🙇 much
1,done final first
1,play game redskin ironi park ticket paradis band
1,confer call 30am love
0,termit chicken watch episod bone tasteslikechicken cradl thewalkingdead
1,front stand today tesco wear
0,when 😒 check struggl problem photo cunt yhnuwmflm post
1,hour sleep thank love call splitshift work morn even
0,major nare effort train halt noseble second
0,wors rave well better stark
0,play twin predict disinterest 2015 santana
0,👌 would 😆 ☺ poke 🙈 floor
1,ironi friendzon sigh friendzon tri someon
0,alway hanukkah ironi onlyatnycr spotifi listen offic current recommend music kid
1,kevin chri said thuglif gang squad tear respond member khajo member
0,wxi48kqowd articl 👉 💜 🙏 part ⭕ 🙌 ❌ 👈 👏 uexpect
0,hand know
1,dear usp
1,snapchat twitter check tell
1,ahhhh hell sarcasm break everybodi freak loos
1,freakin iawlkm iawlkm6eo geniu gavaskar
0,possess balanc legola half
1,hilari
0,christma idea grandpa credit gave card
1,soooo roman mytholog pump get
1,total socolleg late kill assign
0,sleep stay
0,racism doctor gnqahxqtcq pjtv jessejackson ccot pjnet x276bimmyp racepimp tcot ebola
0,kind oblig first free frustrat real break year sick christma
1,ironi lool twitter multipl handl
1,yeah
0,place want realli smileyoufucktard today drag stop somuchbadneg sure
1,adel sarcasm get thank aidyn sick
0,suck good lid will offici
1,catch urock
0,tonight cocktail year
0,gone
0,divid alreadi good anoth
0,laugh when they ironi doctor make pick archiv sick ofsmwjt646 mehblog ofsmwjt hchkxgooqb littlemeh
1,there controversi less sarcasm replac much
0,11month much 😬 💜 sinc pass nearli away 💕 miss everyday believ
0,foreplay
0,director saic trend student advic x176guuhl0 design
1,sarcasm aw bradford
0,stupid maaaaan went instagram follow
1,button sarcasm pusher love
1,uv7nt22b2h relat readi crap thanksobama cuba normal
0,play know instead pompou card
0,damn issu posit take give think care back consider
1,featur gotta tla4ajibar side love sarcasm latest
0,shit
1,juugin everyth
0,name basura 8ibiwx1mfm immondizia
0,physic take challeng
1,get final great sarcasm time sick
0,handl name stole nuj94grwwb look pictur clearli trash
1,saturday game ironi funni enough gillett soccer complain quit find
1,never when say teacher thanksforthehelp classroom help morn tomorrow come
1,e6m4bv4ysq ironi restaur chicago caught fire firehous morn
0,
1,ironi exam qualifi cram person minut
1,bulldog idea spell watch turn creepi bewareofdog french alon shit
0,blog intimissimioffici vp4rrfyr2k xma love feat read share stori
1,tomorrow great
1,wait cannot sarcasm later dentist
0,never seem easi life
1,wait ironi font shirt wait qwpv9oqggd icantbreath qwpv comic san
1,revel
1,someth guy close want peopl dont like love sarcasm nowher messag
0,😔 skateeverydamnday winter ✌ miss daksuvo 😖 daksuvos43 hoof skateboard even life
0,moment bathroom that clean ladi stillholdingit
1,thing littl pick team behind show that everi sarcasm keep guy
1,😣 start 😷 morn beauti
1,person wrote clearli ironi
1,saturday black petrolia noth listen there eye pea killerband love home night loss
0,seat judvtug mylov 😁 sundayfunday kinda scare judvtug2x1 upgrad sundaydateday
0,feel love
1,mutter offic walk water think civic myself
1,stand hour birthday spend dental hygien becaus board want
0,visit like hjrcawtq6x free also hjrcawtq articl sarcasm visit puppi
0,dont
0,newest websit fsergobknq articl word link ridicul check bore
1,guy women spark realiti male sensit charact manipul nichola book believ
0,nyq2fya8ki first lunatic2015 readi info ticket north tour headlin america
1,bear sarcasm cross
0,find boggart dracomalfoy harrypott book need reread draco ever
0,cn4nv8fdf0 would safeti relationship onlined
0,masterson justin incred agreement
1,verbal sarcasm submiss
1,final grandma week amaz plu letmegohom sarcasm hear
1,said ostentati women well breastfeed sarcasm
0,maldiv like seaandwhitesand
1,late choic good stay
1,taken hour photo shoot video agre
1,hair away flip boyfriend walk
1,commit realli perfect group give crap love sarcasm half
